1.0R,1.5R,2.0R
-4035.862360999972,-3515.820049500002,-3623.945538999973
-4088.7235829999718,-3568.6812715000015,-3676.8067609999725
-4094.347116999972,-3574.3048055000017,-3682.430294999973
-4072.415333999972,-3541.4071310000018,-3638.566728999973
-4040.6423649999724,-3493.747677500003,-3670.3396979999725
-4049.6400199999716,-3502.7453325000024,-3679.3373529999717
-4076.351806999972,-3529.4571195000026,-3706.049139999972
-4040.080010999971,-3475.0494255000012,-3633.50554799997
-4068.4788589999716,-3503.448273500002,-3661.904395999971
-4086.7553449999723,-3521.7247595000026,-3680.1808819999715
-4111.498894999973,-3546.4683095000037,-3704.9244319999725
-4135.398915999973,-3570.368330500003,-3728.824452999972
-4162.117726999972,-3597.087141500002,-3755.543263999971
-4199.691055999972,-3634.6604705000027,-3793.1165929999715
-4136.790521999972,-3697.561004500003,-3856.017126999972
-4112.854920999973,-3661.6576030000033,-3808.1459249999734
-4108.958427999973,-3655.812863500003,-3800.352938999973
-4122.317833999972,-3669.1722695000026,-3813.7123449999726
-4201.082661999972,-3747.937097500002,-3892.477172999972
-4152.654816999971,-3675.2953300000027,-3795.6214829999717
-4155.99466799997,-3678.6351810000015,-3798.9613339999705
-4143.19190399997,-3659.4310350000014,-3773.3558059999705
-4126.21432599997,-3633.9646680000005,-3739.4006499999705
-4146.810075999969,-3654.560417999999,-3759.996399999969
-4179.373626999968,-3687.1239689999984,-3792.5599509999684
-4186.053329999968,-3693.803671999998,-3799.239653999968
-4201.082660999968,-3708.833002999998,-3814.268984999968
-4183.826761999966,-3726.0889019999995,-3831.5248839999695
-4168.797429999966,-3703.5449039999985,-3846.5542159999695
-4193.5679939999645,-3728.315467999997,-3871.324779999968
-4188.836537999965,-3721.2182839999987,-3861.861867999969
-4208.040683999965,-3740.4224299999987,-3881.066013999969
-4195.794562999965,-3722.0532484999985,-3856.573771999969
-4166.570862999964,-3678.2176984999987,-3798.126371999968
-4138.738767999963,-3636.4695559999964,-3742.4621819999647
-4169.6323929999635,-3667.363180999997,-3773.3558069999654
-4179.930267999964,-3677.661055999997,-3783.6536819999656
-4155.159703999963,-3640.5052099999975,-3734.112553999965
-4178.2603429999635,-3663.6058489999978,-3757.213192999965
-4190.228143999964,-3675.5736499999985,-3769.1809939999657
-4212.772139999965,-3698.117645999999,-3791.724989999966
-4234.202852999964,-3719.5483589999985,-3813.155702999966
-4242.2741599999645,-3727.6196659999987,-3821.227009999966
-4247.840578999965,-3733.1860849999994,-3826.7934289999666
-4260.086700999966,-3745.432207,-3839.039550999967
-4216.111990999965,-3789.4069170000002,-3883.0142609999675
-4239.212628999965,-3812.507555,-3906.1148989999674
-4226.409865999965,-3793.3034105000006,-3880.509372999968
-4236.151098999964,-3803.0446434999994,-3890.250605999967
-4265.374797999964,-3832.2683424999996,-3919.474304999967
-4276.785956999964,-3843.679501499999,-3930.8854639999663
-4301.834841999964,-3868.728386499999,-3955.9343489999665
-4276.785956999964,-3831.155058999999,-3905.836578999966
-4249.232182999964,-3789.824397999999,-3850.729030999966
-4209.153965999965,-3729.7070725000012,-3770.5725969999694
-4238.099344999964,-3758.6524515,-3799.5179759999683
-4243.665763999965,-3764.218870500001,-3805.084394999969
-4273.446105999965,-3793.999212500001,-3834.864736999969
-4283.465659999965,-3804.018766500001,-3844.8842909999694
-4310.462791999966,-3831.0158985000016,-3871.88142299997
-4303.2264469999645,-3820.161381,-3857.4087329999675
-4330.501899999965,-3847.436834,-3884.6841859999677
-4306.302069999965,-3811.137089,-3908.8840159999672
-4289.2521899999665,-3785.562269000002,-3925.933895999966
-4296.677137999966,-3792.9872170000017,-3933.3588439999658
-4315.652003999967,-3811.962083000002,-3952.3337099999662
-4329.951902999968,-3826.2619820000036,-3966.6336089999677
-4340.126830999969,-3836.436910000004,-3976.808536999968
-4330.5018979999695,-3821.9995105000053,-3986.433469999967
-4315.927000999971,-3800.1371650000074,-4001.008366999966
-4339.57683399997,-3823.786998000007,-4024.6581999999653
-4302.452095999972,-3768.099891000009,-3950.408723999968
-4310.977035999971,-3776.6248310000083,-3958.9336639999674
-4315.377004999969,-3781.0248000000065,-3963.3336329999656
-4326.101928999968,-3791.749724000005,-3974.058556999964
-4336.551854999969,-3802.199650000006,-3984.508482999965
-4325.276933999969,-3785.2872685000075,-3961.9586409999647
-4336.276856999968,-3796.287191500007,-3972.958563999964
-4348.651769999968,-3808.6621045000065,-3985.3334769999638
-4325.551931999969,-3774.0123475000073,-3939.133800999967
-4320.051970999972,-3765.762406000009,-3928.133878999972
-4329.951901999972,-3775.662337000009,-3938.0338099999717
-4355.80171999997,-3801.5121550000076,-3963.8836279999705
-4328.30191299997,-3760.2624445000074,-3908.88401399997
-4342.601812999968,-3774.5623445000056,-3923.1839139999684
-4328.576910999967,-3753.524991500002,-3895.1341099999663
-4315.926999999967,-3766.1749025000026,-3907.7840209999667
-4335.726859999966,-3785.974762500002,-3927.583880999966
-4362.676669999964,-3812.9245725,-3954.533690999964
-4353.6017339999635,-3799.3121685000006,-3936.3838189999624
-4328.026913999962,-3760.949938499998,-3961.958638999964
-4298.327122999963,-3716.4002519999995,-3902.559056999966
-4283.477226999963,-3731.250147999999,-3917.4089529999655
-4302.4520929999635,-3750.2250139999996,-3936.383818999966
-4241.402521999964,-3658.6506574999985,-3814.284676999967
-4231.227593999964,-3643.388265499998,-3793.934820999966
-4246.902482999965,-3659.0631544999997,-3809.609709999968
-4222.702653999968,-3622.7634110000035,-3761.210051999973
-4218.30268499997,-3616.163457500006,-3752.4101139999766
-4260.377388999968,-3658.238161500005,-3794.4848179999753
-4268.352332999966,-3666.2131055000027,-3802.459761999973
-4241.952518999966,-3692.612919500003,-3828.8595759999735
-4260.377389999965,-3711.0377905000023,-3847.2844469999727
-4216.3776999999645,-3645.0382554999997,-3759.2850669999716
-4332.426882999964,-3761.087438499999,-3875.334249999971
-4304.927076999964,-3719.837729499999,-3820.334637999971
-4339.576832999966,-3754.4874855000016,-3854.9843939999737
-4350.026758999968,-3764.937411500003,-3865.434319999975
-4372.301602999969,-3787.212255500004,-3887.709163999976
-4384.126519999969,-3799.037172500004,-3899.534080999976
-4350.301757999969,-3748.300029500002,-3831.8845569999758
-4367.07663999997,-3765.0749115000035,-3848.6594389999773
-4413.001315999971,-3810.999587500004,-3894.584114999978
-4372.026604999972,-3749.537521000004,-3812.63469299998
-4367.076639999972,-3742.112573500004,-3802.7347629999804
-4375.876577999972,-3750.9125115000043,-3811.5347009999805
-4390.176476999974,-3765.2124105000057,-3825.834599999982
-4417.1262869999755,-3792.1622205000076,-3852.784409999984
-4429.501199999975,-3804.5371335000073,-3865.1593229999835
-4404.751373999976,-3767.4123945000083,-3815.659670999985
-4385.226510999977,-3738.12510000001,-3776.6099449999874
-4400.0764059999765,-3752.9749950000096,-3791.459839999987
-4428.951202999977,-3781.84979200001,-3820.334636999987
-4435.196191999976,-3788.094781000009,-3826.579625999986
-4450.401379999976,-3803.299969000009,-3841.784813999986
-4482.712404999975,-3835.610994000008,-3874.095838999985
-4471.036991999974,-3818.0978745000084,-3850.7450129999834
-4484.613052999974,-3831.673935500008,-3864.321073999983
-4495.473901999974,-3842.5347845000088,-3875.1819229999837
-4468.864821999972,-3802.6211645000058,-3901.7910029999857
-4438.454445999974,-3757.005600500008,-3840.9702509999897
-4451.487464999975,-3770.0386195000083,-3854.00326999999
-4476.738937999975,-3795.2900925000085,-3879.2547429999904
-4443.0703069999745,-3744.787146000008,-3912.923373999991
-4447.686167999975,-3749.403007000008,-3917.539234999991
-4493.030211999974,-3794.7470510000076,-3962.8832789999906
-4471.308513999975,-3762.1645040000094,-3919.439882999992
-4511.765175999975,-3802.62116600001,-3959.8965449999923
-4555.480091999976,-3846.3360820000107,-4003.611460999993
-4523.983630999977,-3877.8325430000095,-4035.107921999992
-4543.533157999978,-3897.3820700000106,-4054.657448999993
-4555.480091999978,-3909.32900400001,-4066.6043829999926
-4575.0296199999775,-3928.8785320000097,-4086.153910999992
-4595.665232999976,-3949.5141450000083,-4106.789523999991
-4612.4995489999765,-3966.3484610000087,-4123.623839999991
-4587.791117999977,-3929.28581450001,-4074.206977999993
-4549.506624999978,-3871.859075000011,-3997.6379919999945
-4579.645479999979,-3901.9979300000123,-4027.7768469999955
-4559.824430999979,-3872.266356500013,-3988.1347489999953
-4578.016352999979,-3890.458278500013,-4006.3266709999953
-4545.705327999978,-3841.9917410000107,-3941.7046209999935
-4556.294655999978,-3852.5810690000108,-3952.2939489999935
-4570.413758999979,-3866.7001720000117,-3966.4130519999944
-4613.857153999979,-3910.143567000012,-4009.8564469999947
-4640.73775399998,-3937.0241670000123,-4036.737046999995
-4623.36039599998,-3910.958130000012,-4001.9823309999956
-4638.022541999981,-3925.6202760000124,-4016.644476999996
-4663.00249399998,-3950.600228000012,-4041.624428999996
-4687.98244599998,-3975.5801800000118,-4066.6043809999956
-4702.644591999979,-3990.2423260000105,-4081.2665269999943
-4711.60479299998,-3999.202527000012,-4090.226727999996
-4717.57825999998,-4005.175994000012,-4096.200194999996
-4725.99541799998,-4013.593152000012,-4104.617352999996
-4738.75691499998,-4026.3546490000117,-4117.3788499999955
-4725.99541799998,-4007.2124035000124,-4091.8558559999965
-4752.33297699998,-4033.549962500012,-4118.193414999996
-4771.88250499998,-4053.0994905000116,-4137.742942999996
-4738.75691599998,-4003.411107000011,-4071.491764999997
-4743.101255999984,-4007.755447000014,-4075.8361050000003
-4734.955619999982,-4015.901083000015,-4083.9817410000014
-4748.531680999982,-4029.477144000015,-4097.557802000001
-4768.081208999982,-4049.0266720000145,-4117.107330000001
-4780.842705999981,-4061.788169000014,-4129.868827
-4748.531680999982,-4094.099194000013,-4162.179851999999
-4707.260455999982,-4032.1923565000106,-4079.6374019999985
-4721.108038999984,-4046.039939500013,-4093.484985000001
-4695.585043999985,-4071.5629345000125,-4119.00798
-4705.088285999984,-4081.0661765000114,-4128.511221999999
-4680.651376999984,-4105.503085500011,-4152.948130999999
-4702.101553999983,-4126.95326250001,-4174.398307999998
-4690.426141999982,-4138.628674500011,-4186.0737199999985
-4702.7542849999845,-4150.956817500013,-4198.401863000001
-4716.154439999984,-4164.3569725000125,-4211.802018
-4698.734238999983,-4138.226671000011,-4229.222219000001
-4727.410570999982,-4166.90300300001,-4257.898551
-4707.042334999984,-4136.3506490000145,-4217.162079000003
-4667.645878999985,-4175.747105000013,-4256.558535000002
-4649.957673999987,-4149.214797500015,-4221.182125000005
-4657.461760999988,-4156.718884500016,-4228.686212000006
-4653.709716999987,-4160.470928500017,-4232.438256000007
-4658.533772999988,-4165.2949845000185,-4237.262312000008
-4648.885660999989,-4150.822816500018,-4217.96608800001
-4605.201154999988,-4085.2960575000143,-4130.597076000007
-4612.437238999988,-4092.5321415000144,-4137.833160000007
-4611.09722299999,-4090.522117500019,-4135.153128000011
-4633.073476999991,-4112.49837150002,-4157.129382000012
-4642.721587999989,-4122.1464825000185,-4166.7774930000105
-4654.781727999991,-4134.20662250002,-4178.837633000012
-4659.337780999991,-4138.76267550002,-4183.393686000012
-4680.242022999992,-4159.666917500021,-4204.297928000013
-4694.982193999993,-4174.407088500022,-4219.038099000014
-4708.382348999996,-4187.807243500025,-4232.438254000017
-4696.858215999997,-4170.521044000026,-4209.389988000019
-4696.858215999997,-4170.521044000026,-4209.389988000019
-4708.918355999998,-4182.581184000028,-4221.45012800002
-4753.674873999997,-4227.337702000026,-4266.206646000019
-4763.322985999999,-4236.985814000029,-4275.854758000021
-4773.239100999999,-4246.901929000029,-4285.770873000021
-4790.659302,-4264.32213000003,-4303.191074000022
-4798.967397999997,-4272.630226000027,-4311.499170000019
-4828.179735999998,-4301.842564000028,-4340.71150800002
-4864.6281579999995,-4338.290986000029,-4377.159930000022
-4871.864240999999,-4345.527069000029,-4384.396013000021
-4896.520526,-4370.18335400003,-4409.052298000022
-4907.776655999998,-4381.439484000028,-4420.30842800002
-4918.764782999999,-4392.427611000028,-4431.296555000021
-4898.128543999999,-4361.473252500029,-4390.024077000022
-4909.920681,-4373.265389500029,-4401.816214000022
-4916.084751999999,-4379.429460500029,-4407.9802850000215
-4943.957074999998,-4407.301783500028,-4435.852608000021
-4964.3253110000005,-4427.67001950003,-4456.220844000023
-4949.585139999999,-4405.559763000027,-4426.740502000021
-5012.297867000001,-4468.2724900000285,-4489.4532290000225
-4952.8011780000015,-4379.027456500029,-4370.459851000023
-4949.585141,-4374.203401000024,-4364.027777000019
-4976.117447999997,-4400.735708000022,-4390.560084000017
-4949.585141,-4360.937247500027,-4337.495470000022
-4917.960775,-4313.5006985000255,-4274.246738000022
-4892.500480000002,-4275.31025600003,-4223.326148000027
-4957.625234000003,-4340.43501000003,-4288.450902000028
-4944.2250790000035,-4353.8351650000295,-4301.851057000027
-4952.8011780000015,-4362.411264000028,-4310.427156000025
-4965.397324000001,-4375.007410000027,-4323.023302000025
-4984.693546999999,-4394.303633000025,-4342.319525000023
-5026.502030999996,-4436.112117000022,-4384.12800900002
-5066.702496999995,-4476.312583000021,-4424.328475000018
-5146.031415999994,-4555.64150200002,-4503.657394000018
-5143.123082999995,-4551.279002500021,-4497.840728000019
-5172.4707999999955,-4580.626719500022,-4527.18844500002
-5181.724584999996,-4589.880504500023,-4536.442230000021
-5185.426098999997,-4593.582018500023,-4540.143744000021
-5196.530639999997,-4604.686559500024,-4551.2482850000215
-5268.181370999995,-4676.3372905000215,-4622.899016000019
-5279.285912999996,-4687.441832500022,-4634.00355800002
-5289.332878999994,-4697.4887985000205,-4644.050524000018
-5303.874539999993,-4712.03045950002,-4658.592185000018
-5287.482121999994,-4687.441832500019,-4625.807349000019
-5310.748779999994,-4710.708490500019,-4649.074007000019
-5271.618490999994,-4652.013057000018,-4570.813429000018
-5322.646501999992,-4703.041068000017,-4621.8414400000165
-5322.646501999992,-4703.041068000017,-4621.8414400000165
-5336.923768999994,-4717.318335000018,-4636.118707000018
-5346.177552999994,-4726.572119000019,-4645.372491000018
-5361.512395999995,-4741.906962000019,-4660.707334000019
-5374.732087999993,-4755.126654000018,-4673.927026000018
-5384.5146599999935,-4764.909226000018,-4683.709598000018
-5398.791926999991,-4779.186493000016,-4697.986865000015
-5470.178264999988,-4850.572831000012,-4769.373203000012
-5493.444922999985,-4873.839489000009,-4792.639861000009
-5522.2638519999855,-4902.65841800001,-4821.45879000001
-5488.421439999987,-4851.894800000013,-4753.773966000013
-5484.984319999989,-4846.739120000017,-4746.899726000016
-5506.400220999989,-4868.155021000017,-4768.315627000016
-5482.604775999989,-4832.461853500015,-4720.724737000017
-5496.882043999991,-4846.739121500017,-4735.0020050000185
-5464.625994999991,-4798.355048000016,-4767.258054000018
-5483.1335639999925,-4816.862617000017,-4785.765623000019
-5474.408566999991,-4825.587614000018,-4794.4906200000205
-5486.570683999991,-4837.749731000018,-4806.65273700002
-5462.775237999991,-4861.545177000018,-4830.44818300002
-5460.924480999991,-4858.769041500018,-4826.74666900002
-5453.521453999991,-4847.6645010000175,-4811.9406150000195
-5466.212357999993,-4860.35540500002,-4824.631519000022
-5462.775237999995,-4855.199725000024,-4828.068639000021
-5467.798720999992,-4860.223208000021,-4833.092122000018
-5449.819938999994,-4833.255035000024,-4797.134558000022
-5466.741144999993,-4850.176241000023,-4814.055764000021
-5449.026756999992,-4823.604659000022,-4778.62698800002
-5470.971445999992,-4845.549348000022,-4800.57167700002
-5463.568418999992,-4852.952375000023,-4807.97470400002
-5479.167655999994,-4868.551612000025,-4823.573941000022
-5503.227495999996,-4892.6114520000265,-4847.633781000024
-5480.225231999993,-4858.108056000023,-4801.629253000019
-5500.054770999992,-4877.937595000021,-4821.458792000018
-5511.1593119999925,-4889.042136000022,-4832.563333000018
-5529.931274999992,-4907.814099000021,-4851.3352960000175
-5527.816123999994,-4904.641372500024,-4847.104994000021
-5532.0464259999935,-4908.871674500024,-4851.335296000021
-5513.538856999992,-4927.379243500025,-4869.842865000022
-5523.057035999995,-4936.8974225000275,-4879.361044000025
-5540.5403739999965,-4954.380760500029,-4896.844382000027
-5527.232159999996,-4934.41843950003,-4870.227954000025
-5514.445837999996,-4938.332619500034,-4874.142134000029
-5524.622706999999,-4948.509488500036,-4884.319003000031
-5538.191865999997,-4962.078647500035,-4897.88816200003
-5562.720729999997,-4986.607511500035,-4922.41702600003
-5570.027199999997,-4993.913981500034,-4929.72349600003
-5581.769740999996,-5005.656522500034,-4941.466037000029
-5586.7277019999965,-5010.614483500034,-4946.423998000029
-5544.976443999996,-5052.365741500034,-4988.17525600003
-5557.762765999996,-5065.152063500034,-5000.9615780000295
-5564.025454999995,-5071.4147525000335,-5007.224267000029
-5570.027197999996,-5077.416495500034,-5013.226010000029
-5556.458038999997,-5057.062757000036,-4986.087692000032
-5567.4177439999985,-5068.022462000037,-4997.047397000033
-5628.478958,-5129.083676000038,-5058.108611000034
-5595.599843,-5079.765003500041,-4992.350381000035
-5628.478958,-5112.64411850004,-5025.2294960000345
-5644.396625000001,-5128.561785500042,-5041.147163000036
-5686.147882000001,-5170.313042500042,-5082.898420000036
-5717.200378999998,-5201.365539500039,-5113.950917000033
-5802.2685649999985,-5286.433725500039,-5199.019103000033
-5759.212581,-5221.849749500041,-5112.907135000036
-5769.128505000001,-5231.765673500042,-5122.823059000037
-5801.746675000002,-5264.383843500043,-5155.441229000038
-5821.056632000003,-5283.693800500045,-5174.7511860000395
-5869.853414000005,-5332.490582500046,-5223.547968000041
-5809.835982000004,-5392.508014500047,-5283.565400000041
-5686.930718000003,-5208.150118500045,-5406.470664000042
-5771.2160680000015,-5292.4354685000435,-5490.7560140000405
-5792.091696000003,-5313.311096500045,-5511.631642000042
-5806.182745000002,-5327.402145500044,-5525.722691000041
-5835.930515000004,-5357.149915500046,-5555.470461000043
-5825.753646000005,-5341.884612000049,-5565.647330000042
-5853.674800000004,-5369.805766000049,-5593.568484000041
-5895.687002000002,-5411.817968000047,-5635.580686000039
-5911.343724000006,-5427.47469000005,-5651.237408000043
-5936.133533000007,-5452.264499000052,-5676.027217000044
-5942.135276000008,-5458.266242000052,-5682.028960000045
-5952.573090000009,-5468.704056000053,-5692.466774000046
-5949.7026910000095,-5464.398457500054,-5686.725976000047
-5980.494244000009,-5495.190010500053,-5717.517529000046
-5965.098468000011,-5472.096346500057,-5686.725977000051
-5996.672856000008,-5503.670734500054,-5718.300365000048
-6098.441545000009,-5605.4394235000545,-5820.069054000049
-6056.429342000007,-5542.421119000053,-5736.044648000045
-6119.839064000007,-5605.830841000054,-5799.454370000045
-6146.194545000009,-5632.186322000056,-5825.809851000047
-6178.290824000007,-5664.282601000054,-5857.906130000045
-6171.0701460000055,-5653.4515840000495,-5843.464774000042
-6178.032942000005,-5660.414380000049,-5850.427570000042
-6185.253619000006,-5667.63505700005,-5857.648247000043
-6236.8298880000075,-5719.2113260000515,-5909.224516000044
-6220.325483000008,-5694.454718500052,-5876.2157060000445
-6230.124974000006,-5704.25420950005,-5886.0151970000425
-6247.403024000003,-5721.532259500047,-5903.29324700004
-6183.448451000004,-5785.486832500046,-5967.247820000039
-6255.913108000004,-5857.951489500047,-6039.712477000039
-6278.090904000004,-5880.1292855000465,-6061.890273000039
-6225.998873000004,-5932.221316500047,-6113.982304000039
-6211.815399000006,-5946.404790500044,-6128.165778000037
-6168.491334000006,-5881.418693000043,-6041.5176480000355
-6165.654639000008,-5877.163650500046,-6035.844258000039
-6179.064469000008,-5890.573480500047,-6049.25408800004
-6196.084637000007,-5907.593648500046,-6066.274256000039
-6167.975571000006,-5865.430049500046,-6010.056124000037
-6210.010230000007,-5907.464708500047,-6052.090783000038
-6161.786419000007,-5835.128992000045,-5955.643161000038
-6147.60294500001,-5813.853781000049,-5927.276213000043
-6154.565741000009,-5820.816577000049,-5934.239009000043
-6167.717690000009,-5833.968526000048,-5947.390958000042
-6138.834980000011,-5790.644461000051,-5889.625538000046
-6101.184304000009,-5734.168447000051,-5814.3241860000435
-6058.6338830000095,-5670.342815500051,-5729.223344000044
-6098.347610000008,-5710.0565425000495,-5768.937071000042
-6124.13574400001,-5735.844676500052,-5794.725205000044
-6109.178626000012,-5713.408999500054,-5764.810969000047
-6108.662863000012,-5712.635355000053,-5763.779443000049
-6133.677353000014,-5737.6498450000545,-5788.79393300005
-6214.394213000014,-5818.366705000055,-5869.51079300005
-6247.6609060000155,-5851.633398000056,-5902.777486000052
-6210.010230000014,-5795.157384000053,-5827.47613400005
-6239.150821000014,-5824.297975000052,-5856.616725000049
-6199.952857000015,-5863.495939000051,-5895.814689000048
-6233.735313000016,-5897.278395000052,-5929.597145000049
-6228.577687000015,-5889.541956000052,-5934.754771000049
-6238.119296000015,-5899.083565000052,-5944.296380000049
-6259.523447000014,-5920.487716000051,-5965.700531000048
-6156.886673000015,-5766.5325550000525,-6068.337305000046
-6195.568874000015,-5805.214756000052,-6107.019506000046
-6240.182346000016,-5849.828228000053,-6151.632978000047
-6325.283189000016,-5934.929071000053,-6236.733821000047
-6283.764293000018,-5872.650727000058,-6153.696029000052
-6294.337428000017,-5883.223862000057,-6164.26916400005
-6271.643869000018,-5849.183523500058,-6118.882046000052
-6280.411835000017,-5857.9514895000575,-6127.650012000051
-6287.632512000018,-5865.172166500059,-6134.870689000052
-6266.744124000019,-5833.83958450006,-6155.759077000052
-6279.122428000021,-5846.217888500061,-6168.137381000053
-6275.25420800002,-5840.415558500059,-6172.0056010000535
-6292.274376000023,-5857.435726500062,-6189.025769000056
-6309.036663000021,-5874.1980135000595,-6205.788056000054
-6329.409289000021,-5894.57063950006,-6226.160682000054
-6371.18606600002,-5936.347416500059,-6267.937459000053
-6403.679115000017,-5968.840465500056,-6300.43050800005
-6329.151407000016,-5857.048903500054,-6151.3750920000475
-6236.879910000018,-5718.641658000059,-6243.646589000045
-6258.530206000018,-5740.2919540000585,-6265.296885000045
-6176.052890000017,-5616.57598000006,-6261.430761000045
-6189.713196000019,-5630.236286000061,-6275.091067000047
-6176.56837400002,-5610.5190530000655,-6248.80142300005
-6272.190512000019,-5706.141191000064,-6344.423561000049
-6271.417287000018,-5704.981353500065,-6342.877111000047
-6299.25338100002,-5732.817447500067,-6370.713205000049
-6320.645935000019,-5754.210001500065,-6392.105759000047
-6337.141399000018,-5770.705465500065,-6408.601223000047
-6389.720688000019,-5823.284754500066,-6461.180512000048
-6297.7069330000195,-5915.298509500066,-6553.194267000048
-6323.738835000022,-5941.330411500068,-6579.2261690000505
-6346.420097000024,-5964.01167350007,-6601.907431000052
-6282.757919000025,-6027.673851500069,-6665.569609000051
-6251.828926000024,-5981.280362000067,-6603.711623000048
-6265.489231000025,-5994.940667000068,-6617.37192800005
-6277.860828000026,-6007.312264000069,-6629.743525000051
-6292.552100000026,-6022.003536000069,-6644.434797000051
-6343.842681000027,-6073.29411700007,-6695.725378000052
-6373.225224000027,-6102.67666000007,-6725.107921000052
-6372.709741000028,-6101.903435500073,-6724.076955000053
-6346.420096000027,-6128.193080500074,-6750.366600000054
-6380.1842470000265,-6161.957231500073,-6784.130751000053
-6292.036616000027,-6029.7357850000735,-6607.835489000054
-6313.68691100003,-6051.386080000077,-6629.485784000057
-6355.698794000029,-6093.397963000076,-6671.497667000056
-6399.2571260000295,-6136.956295000076,-6715.0559990000565
-6368.07039100003,-6090.176192500079,-6652.682529000058
-6398.999384000032,-6121.105185500081,-6683.611522000059
-6414.72162200003,-6136.827423500079,-6699.333760000058
-6423.484837000029,-6145.590638500078,-6708.096975000057
-6431.217085000026,-6153.322886500075,-6715.829223000053
-6470.136068000025,-6192.241869500074,-6754.748206000053
-6543.334686000024,-6265.440487500073,-6827.9468240000515
-6569.366588000026,-6291.472389500075,-6853.978726000054
-6559.056923000026,-6301.782054500076,-6864.288391000055
-6528.901155000025,-6256.548402500077,-6803.976855000054
-6620.657168000027,-6348.304415500079,-6895.7328680000555
-6563.180788000027,-6262.089845500079,-6780.780108000055
-6633.544248000027,-6332.453305500079,-6851.143568000056
-6652.617128000027,-6351.526185500079,-6870.216448000056
-6708.289316000024,-6407.198373500076,-6925.888636000052
-6671.432266000022,-6444.055423500078,-6962.745686000055
-6728.813167000022,-6501.436324500079,-7020.126587000055
-6682.143368000023,-6431.431626000081,-6926.786989000057
-6648.479906000022,-6380.936433000079,-6859.460065000056
-6679.848132000021,-6412.304659000078,-6890.828291000054
-6685.203683000022,-6417.660210000078,-6896.183842000055
-6720.1422760000205,-6452.598803000077,-6931.122435000054
-6661.74127000002,-6510.999809000077,-6989.523441000054
-6700.5052570000225,-6549.763796000079,-7028.287428000056
-6732.383536000023,-6581.64207500008,-7060.1657070000565
-7088.145124000021,-6937.403663000077,-7415.927295000054
-6841.024710000023,-6566.7230420000815,-6921.68646700006
-6989.960027000023,-6715.658359000081,-7070.621784000059
-7045.810771000022,-6771.50910300008,-7126.472528000058
-7132.5196890000225,-6858.218021000081,-7213.181446000059
-7128.1842430000215,-6851.714852000077,-7204.510554000057
-7177.91435700002,-6901.4449660000755,-7254.240668000055
-7229.684681000021,-6953.2152900000765,-7306.010992000056
-7109.822354000018,-6773.421799500073,-7066.286338000051
-7045.30071800002,-6676.639345500076,-6937.2430660000555
-6993.020341000021,-6598.218780000079,-6832.682312000057
-6944.05530500002,-6524.771226000077,-6734.752240000054
-6983.584370000022,-6564.30029100008,-6774.281305000057
-7002.966363000021,-6583.682284000079,-6793.663298000056
-7024.133540000021,-6604.849461000078,-6814.830475000055
-6974.913478000024,-6531.019368000081,-6716.390351000062
-7007.301809000022,-6563.407699000079,-6748.77868200006
-6954.766406000021,-6615.943102000081,-6801.314085000062
-6986.134632000023,-6647.311328000083,-6832.682311000064
-6998.120865000023,-6659.297561000083,-6844.668544000064
-7012.657360000023,-6673.834056000083,-6859.205039000064
-7011.892281000022,-6672.6864375000805,-6857.674881000063
-6981.034108000022,-6626.39917800008,-6795.958535000062
-7006.536731000018,-6651.901801000076,-6821.461158000058
-6996.845735000017,-6637.365307000076,-6802.079166000056
-7023.368463000017,-6663.888035000076,-6828.601894000056
-7044.790666000015,-6685.310238000075,-6850.024097000054
-7098.601200000012,-6739.120772000071,-6903.834631000051
-7056.521872000008,-6676.001780000064,-6862.5203820000515
-7026.938829000006,-6631.627215500062,-6803.354296000047
-7007.556835000003,-6651.0092095000655,-6822.73629000005
-7079.219205000001,-6722.671579500064,-6894.398660000048
-7092.990621000001,-6736.442995500063,-6908.170076000048
-7122.063610999998,-6765.51598550006,-6937.243066000045
-7192.1958239999985,-6835.648198500061,-7007.375279000045
-7245.241278999998,-6888.6936535000605,-7060.420734000045
-7253.91217,-6897.364544500062,-7069.091625000046
-7285.025369999999,-6928.477744500062,-7100.204825000046
-7318.688832,-6962.141206500062,-7133.868287000047
-7289.360816,-6918.149182500063,-7075.212255000048
-7276.864530999999,-6930.645467500064,-7087.708540000049
-7303.374507,-6957.155443500065,-7114.21851600005
-7325.592391999999,-6979.3733285000635,-7136.436401000048
-7358.666742999998,-7012.447679500063,-7169.510752000047
-7351.092463999998,-7001.086261000062,-7154.362194000047
-7402.597560999999,-7052.591358000063,-7205.867291000048
-7412.696599999999,-7062.690397000064,-7215.966330000048
-7419.765926999997,-7069.759724000061,-7223.035657000046
-7433.652104999997,-7083.645902000062,-7236.9218350000465
-7452.082850999999,-7102.076648000064,-7255.352581000048
-7444.256096000001,-7090.336515500068,-7263.1793360000465
-7459.909606000001,-7105.990025500068,-7278.832846000047
-7439.711529000004,-7075.692910000074,-7238.436692000052
-7456.627419000004,-7092.608800000075,-7255.352582000052
-7465.716553000006,-7101.697934000076,-7264.441716000054
-7477.330447000004,-7113.3118280000745,-7276.055610000052
-7488.944341000006,-7124.925722000076,-7287.669504000054
-7528.835543000005,-7164.816924000075,-7327.560706000053
-7525.805831000005,-7167.846636000075,-7330.5904180000525
