Date;Year;FVG_Type;Entry_Price;Body_Size;SL_Level;SL_Distance;SL_Price;RR_Ratio;TP_Distance;TP_Price;Result
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;75%;1.9769804999998541;7941.5310325;3.0;5.930941499999562;7933.623110500001;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;75%;1.9769804999998541;7941.5310325;3.5;6.9194317499994895;7932.634620250001;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;75%;1.9769804999998541;7941.5310325;4.0;7.907921999999417;7931.646130000001;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;75%;1.9769804999998541;7941.5310325;4.5;8.896412249999344;7930.657639750001;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;75%;1.9769804999998541;7941.5310325;5.0;9.88490249999927;7929.669149500001;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;100%;2.6359739999998055;7942.190026;1.0;2.6359739999998055;7936.918078000001;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;100%;2.6359739999998055;7942.190026;1.5;3.9539609999997083;7935.600091;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;100%;2.6359739999998055;7942.190026;2.0;5.271947999999611;7934.282104000001;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;100%;2.6359739999998055;7942.190026;2.5;6.589934999999514;7932.964117000001;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;100%;2.6359739999998055;7942.190026;3.0;7.907921999999417;7931.646130000001;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;100%;2.6359739999998055;7942.190026;3.5;9.22590899999932;7930.328143000001;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;100%;2.6359739999998055;7942.190026;4.0;10.543895999999222;7929.010156000001;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;100%;2.6359739999998055;7942.190026;4.5;11.861882999999125;7927.692169000002;SL
2018-01-15;2018;Bearish;7939.554052;2.6359739999998055;100%;2.6359739999998055;7942.190026;5.0;13.179869999999028;7926.374182000001;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;50%;2.1966449999999895;7990.662662;1.0;2.1966449999999895;7995.055952;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;50%;2.1966449999999895;7990.662662;1.5;3.2949674999999843;7996.1542745;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;50%;2.1966449999999895;7990.662662;2.0;4.393289999999979;7997.252597;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;50%;2.1966449999999895;7990.662662;2.5;5.491612499999974;7998.3509195;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;50%;2.1966449999999895;7990.662662;3.0;6.589934999999969;7999.449242;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;50%;2.1966449999999895;7990.662662;3.5;7.688257499999963;8000.5475645;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;50%;2.1966449999999895;7990.662662;4.0;8.786579999999958;8001.645887;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;50%;2.1966449999999895;7990.662662;4.5;9.884902499999953;8002.7442095;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;50%;2.1966449999999895;7990.662662;5.0;10.983224999999948;8003.842532;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;75%;3.2949674999999843;7989.5643395;1.0;3.2949674999999843;7996.1542745;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;75%;3.2949674999999843;7989.5643395;1.5;4.942451249999976;7997.80175825;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;75%;3.2949674999999843;7989.5643395;2.0;6.589934999999969;7999.449242;SL
2018-01-16;2018;Bullish;7992.859307;4.393289999999979;75%;3.2949674999999843;7989.5643395;2.5;8.23741874999996;8001.09672575;SL
