Type,Date,Candle_N_Time,Candle_N2_Time,Candle_N_Price,Candle_N2_Price,Gap_Size,Revisited
Bullish,2024-01-08,09:15:00,09:45:00,17842.8426,17850.8827,8.0401,True
Bullish,2024-01-09,08:45:00,09:15:00,17908.5033,17921.3675,12.8641,True
Bullish,2024-01-10,09:15:00,09:45:00,18078.6853,18092.0855,13.4002,True
Bearish,2024-01-11,08:30:00,09:00:00,18197.4107,18182.9385,14.4722,False
Bearish,2024-01-11,08:45:00,09:15:00,18145.6861,18115.9377,29.7483,True
Bearish,2024-01-12,08:45:00,09:15:00,18207.3268,18206.2548,1.072,True
Bullish,2024-01-15,09:15:00,09:45:00,18178.3825,18183.7425,5.3601,False
Bullish,2024-01-16,08:45:00,09:15:00,18137.914,18152.3862,14.4722,False
Bullish,2024-01-16,09:00:00,09:30:00,18165.7863,18194.9987,29.2123,True
Bullish,2024-01-16,09:15:00,09:45:00,18228.231,18232.7871,4.5561,True
Bullish,2024-01-18,09:15:00,09:45:00,18265.4835,18271.9155,6.4321,True
Bearish,2024-01-22,09:00:00,09:30:00,18754.0531,18750.0331,4.02,False
Bearish,2024-01-22,09:15:00,09:45:00,18742.261,18737.4369,4.8241,True
Bullish,2024-01-24,08:45:00,09:15:00,18951.8394,18962.2915,10.4521,False
Bullish,2024-01-24,09:00:00,09:30:00,18968.7236,18983.7318,15.0082,True
Bullish,2024-01-24,09:15:00,09:45:00,18994.9879,18998.74,3.752,True
Bullish,2024-01-26,09:00:00,09:30:00,18812.2098,18844.1022,31.8924,False
Bullish,2024-01-26,09:15:00,09:45:00,18848.1222,18860.9864,12.8641,False
Bearish,2024-01-31,09:00:00,09:30:00,18582.2631,18580.9231,1.34,True
Bearish,2024-01-31,09:15:00,09:45:00,18565.1109,18550.3708,14.7402,True
Bearish,2024-02-01,09:30:00,10:00:00,18583.0671,18539.3826,43.6845,False
Bullish,2024-02-02,09:15:00,09:45:00,18890.4667,18905.7429,15.2762,True
Bearish,2024-02-05,08:45:00,09:15:00,18949.4274,18932.2752,17.1522,False
Bearish,2024-02-05,09:00:00,09:30:00,18916.195,18903.0629,13.1322,False
Bearish,2024-02-05,09:15:00,09:45:00,18868.2225,18863.9344,4.2881,True
Bearish,2024-02-06,08:30:00,09:00:00,18977.0317,18926.3791,50.6526,True
Bullish,2024-02-07,08:45:00,09:15:00,19047.7845,19084.233,36.4484,False
Bullish,2024-02-07,09:00:00,09:30:00,19096.0251,19120.9494,24.9243,True
Bullish,2024-02-08,09:30:00,10:00:00,19145.3377,19159.2738,13.9362,False
Bullish,2024-02-09,08:30:00,09:00:00,19201.0823,19213.4104,12.3281,False
Bullish,2024-02-09,09:00:00,09:30:00,19244.4988,19254.9509,10.4521,False
Bullish,2024-02-09,09:15:00,09:45:00,19263.795,19272.3711,8.5761,False
Bullish,2024-02-12,09:15:00,09:45:00,19337.7639,19357.3281,19.5642,False
Bullish,2024-02-12,09:30:00,10:00:00,19362.4202,19364.0282,1.608,False
Bullish,2024-02-13,09:00:00,09:30:00,18953.7154,19013.4801,59.7647,True
Bearish,2024-02-14,09:30:00,10:00:00,19070.2968,19022.0562,48.2406,False
Bearish,2024-02-16,08:30:00,09:00:00,19164.9019,19059.5767,105.3252,True
Bullish,2024-02-20,09:30:00,10:00:00,18793.9856,18821.8579,27.8723,False
Bearish,2024-02-23,08:30:00,09:00:00,19400.2086,19395.3846,4.8241,False
Bearish,2024-02-29,08:45:00,09:15:00,19332.1358,19328.9198,3.216,True
Bullish,2024-03-01,08:45:00,09:15:00,19443.6251,19467.2094,23.5843,True
Bullish,2024-03-01,09:30:00,10:00:00,19494.0097,19498.0297,4.02,False
Bullish,2024-03-04,09:15:00,09:45:00,19626.4032,19627.7432,1.34,True
Bearish,2024-03-05,08:45:00,09:15:00,19321.1477,19308.5515,12.5961,False
Bearish,2024-03-05,09:00:00,09:30:00,19286.3073,19255.4869,30.8204,False
Bearish,2024-03-05,09:15:00,09:45:00,19245.0348,19240.7468,4.288,True
Bearish,2024-03-06,08:30:00,09:00:00,19370.4603,19350.628,19.8322,True
Bearish,2024-03-06,08:45:00,09:15:00,19335.3519,19333.4758,1.876,True
Bullish,2024-03-06,09:30:00,10:00:00,19348.484,19378.2324,29.7483,False
Bullish,2024-03-07,09:00:00,09:30:00,19529.1181,19530.4581,1.34,False
Bullish,2024-03-08,08:30:00,09:00:00,19674.6438,19703.5881,28.9443,True
Bullish,2024-03-08,08:45:00,09:15:00,19714.3082,19724.2244,9.9161,True
Bearish,2024-03-08,09:15:00,09:45:00,19724.2244,19723.9564,0.268,False
Bullish,2024-03-11,09:15:00,09:45:00,19235.9227,19241.5508,5.6281,True
Bullish,2024-03-12,09:00:00,09:30:00,19384.299,19422.1073,37.8083,False
Bullish,2024-03-12,09:15:00,09:45:00,19424.7512,19460.7088,35.9576,True
Bearish,2024-03-13,08:30:00,09:00:00,19423.9581,19415.7618,8.1962,True
Bearish,2024-03-14,08:30:00,09:00:00,19391.4376,19364.9982,26.4394,True
Bullish,2024-03-19,09:15:00,09:45:00,19151.1036,19157.7135,6.6098,True
Bullish,2024-03-25,08:45:00,09:15:00,19551.9247,19573.3406,21.4159,True
Bearish,2024-03-26,09:00:00,09:30:00,19641.0254,19632.036,8.9894,True
Bearish,2024-03-27,08:30:00,09:00:00,19550.3383,19520.7262,29.6121,False
Bearish,2024-03-27,08:45:00,09:15:00,19508.0353,19497.7239,10.3114,True
Bearish,2024-03-28,08:45:00,09:15:00,19564.88,19563.558,1.322,True
Bearish,2024-04-01,09:00:00,09:30:00,19614.586,19609.2981,5.2879,False
Bearish,2024-04-01,09:15:00,09:45:00,19580.2148,19573.0762,7.1386,False
Bullish,2024-04-03,08:45:00,09:15:00,19335.9149,19427.924,92.0091,False
Bullish,2024-04-03,09:00:00,09:30:00,19429.2459,19461.7664,32.5204,False
Bullish,2024-04-05,09:30:00,10:00:00,19290.1748,19315.5566,25.3818,False
Bullish,2024-04-08,09:00:00,09:30:00,19371.8725,19394.3459,22.4735,True
Bullish,2024-04-08,09:15:00,09:45:00,19397.2543,19401.2202,3.9659,True
Bearish,2024-04-09,09:00:00,09:30:00,19386.4141,19336.7081,49.706,False
Bearish,2024-04-09,09:15:00,09:45:00,19322.4308,19269.0233,53.4076,True
Bearish,2024-04-10,09:30:00,10:00:00,19217.7309,19214.2937,3.4371,False
Bearish,2024-04-11,08:45:00,09:15:00,19284.8869,19264.5286,20.3583,True
Bullish,2024-04-11,09:15:00,09:45:00,19264.5286,19281.4498,16.9212,False
Bearish,2024-04-12,09:15:00,09:45:00,19310.0043,19281.9786,28.0257,False
Bearish,2024-04-15,08:45:00,09:15:00,19328.5119,19312.3839,16.128,False
Bearish,2024-04-17,08:30:00,09:00:00,18944.3476,18924.5181,19.8295,False
Bearish,2024-04-17,08:45:00,09:15:00,18903.631,18889.3537,14.2773,False
Bullish,2024-04-18,09:15:00,09:45:00,18687.8856,18704.8068,16.9212,False
Bearish,2024-04-22,08:45:00,09:15:00,18277.8107,18271.9941,5.8167,False
Bearish,2024-04-22,09:00:00,09:30:00,18254.0153,18229.4267,24.5886,False
Bearish,2024-04-22,09:30:00,10:00:00,18182.1002,18179.4562,2.6439,False
Bullish,2024-04-23,09:00:00,09:30:00,18544.5841,18576.8402,32.256,True
Bullish,2024-04-25,08:45:00,09:15:00,18382.2463,18407.8925,25.6462,True
Bearish,2024-04-25,09:15:00,09:45:00,18407.8925,18400.7539,7.1386,False
Bullish,2024-04-26,08:30:00,09:00:00,18788.0909,18791.7924,3.7015,False
Bullish,2024-04-29,08:45:00,09:15:00,18898.3431,18905.4817,7.1386,True
Bullish,2024-05-01,09:15:00,09:45:00,18490.119,18491.1766,1.0576,True
Bearish,2024-05-02,08:30:00,09:00:00,18524.4902,18508.891,15.5992,True
Bearish,2024-05-03,08:45:00,09:15:00,19002.5143,18996.1688,6.3455,True
Bullish,2024-05-07,09:30:00,10:00:00,19260.5627,19290.7036,30.1409,False
Bullish,2024-05-08,08:30:00,09:00:00,19170.14,19196.5793,26.4394,False
Bullish,2024-05-08,09:00:00,09:30:00,19225.6627,19240.2043,14.5417,True
Bullish,2024-05-08,09:15:00,09:45:00,19259.5051,19260.8271,1.322,True
Bullish,2024-05-09,09:15:00,09:45:00,19214.0293,19233.5945,19.5651,False
Bearish,2024-05-10,08:45:00,09:15:00,19371.6081,19334.8573,36.7507,False
Bearish,2024-05-10,09:00:00,09:30:00,19315.821,19308.9467,6.8742,False
Bullish,2024-05-15,09:00:00,09:30:00,19591.3194,19594.2277,2.9083,False
Bullish,2024-05-15,09:15:00,09:45:00,19610.0913,19627.0125,16.9212,False
Bullish,2024-05-15,09:30:00,10:00:00,19636.7951,19639.1746,2.3795,False
Bullish,2024-05-16,09:30:00,10:00:00,19805.214,19812.8814,7.6674,False
Bullish,2024-05-17,09:00:00,09:30:00,19727.7466,19731.4481,3.7015,True
Bullish,2024-05-20,08:30:00,09:00:00,19788.2928,19810.2375,21.9447,False
Bullish,2024-05-21,09:00:00,09:30:00,19802.8344,19805.4784,2.6439,False
Bullish,2024-05-21,09:15:00,09:45:00,19809.9731,19816.0541,6.0811,False
Bearish,2024-05-23,08:30:00,09:00:00,20000.3366,19993.4624,6.8742,True
Bullish,2024-05-24,08:45:00,09:15:00,19868.9329,19872.1056,3.1727,False
Bullish,2024-05-24,09:00:00,09:30:00,19884.7965,19897.7518,12.9553,True
Bullish,2024-05-24,09:30:00,10:00:00,19925.5132,19944.5495,19.0364,False
Bullish,2024-05-27,09:15:00,09:45:00,19973.1041,19982.0935,8.9894,False
Bullish,2024-05-27,09:30:00,10:00:00,19984.7374,19998.2215,13.4841,False
Bullish,2024-05-28,09:15:00,09:45:00,19991.3472,19996.8995,5.5523,True
Bullish,2024-05-29,09:00:00,09:30:00,19929.2147,19937.6753,8.4606,True
Bearish,2024-05-30,09:15:00,09:45:00,19774.8087,19758.4163,16.3924,False
Bearish,2024-05-31,08:30:00,09:00:00,19645.2557,19616.7012,28.5545,False
Bearish,2024-05-31,08:45:00,09:15:00,19595.8141,19561.9716,33.8424,False
Bearish,2024-05-31,09:00:00,09:30:00,19546.3724,19481.5959,64.7765,False
Bearish,2024-05-31,09:15:00,09:45:00,19475.2505,19463.8815,11.3689,False
Bearish,2024-06-03,09:15:00,09:45:00,19749.6913,19729.0685,20.6227,False
Bearish,2024-06-03,09:30:00,10:00:00,19720.0792,19674.6034,45.4757,False
Bullish,2024-06-05,09:00:00,09:30:00,19948.251,19979.7139,31.4629,False
Bullish,2024-06-05,09:15:00,09:45:00,19981.8291,19996.1063,14.2773,False
Bearish,2024-06-06,08:30:00,09:00:00,20184.3547,20177.7449,6.6098,True
Bullish,2024-06-07,09:15:00,09:45:00,20151.3055,20160.8237,9.5182,True
Bullish,2024-06-10,09:00:00,09:30:00,20115.0836,20117.4631,2.3795,False
Bullish,2024-06-10,09:30:00,10:00:00,20143.6381,20159.7661,16.128,False
Bullish,2024-06-11,09:00:00,09:30:00,20167.6979,20177.4805,9.7826,False
Bullish,2024-06-11,09:15:00,09:45:00,20190.4358,20200.2184,9.7826,False
Bullish,2024-06-12,08:45:00,09:15:00,20627.7432,20629.3296,1.5864,True
Bearish,2024-06-13,08:45:00,09:15:00,20744.0765,20726.6265,17.45,False
Bearish,2024-06-20,08:45:00,09:15:00,21112.0451,21056.2028,55.8423,True
Bullish,2024-06-20,09:30:00,10:00:00,21079.1659,21085.4286,6.2627,False
Bullish,2024-06-21,09:30:00,10:00:00,20847.9684,20876.6723,28.704,False
Bullish,2024-06-25,08:45:00,09:15:00,20721.6708,20723.2365,1.5657,True
Bullish,2024-06-26,08:30:00,09:00:00,20828.1365,20835.182,7.0455,True
Bearish,2024-06-27,09:30:00,10:00:00,20929.9052,20916.336,13.5692,False
Bullish,2024-06-28,08:30:00,09:00:00,20985.7475,21030.1082,44.3607,True
Bullish,2024-06-28,08:45:00,09:15:00,21031.152,21097.6931,66.5411,True
Bearish,2024-06-28,09:15:00,09:45:00,21097.6931,21085.4286,12.2644,False
Bearish,2024-06-28,09:30:00,10:00:00,21055.9418,21022.5408,33.401,False
Bearish,2024-07-04,08:30:00,09:00:00,21280.0939,21279.311,0.7828,True
Bearish,2024-07-04,08:45:00,09:15:00,21274.614,21273.0483,1.5657,True
Bullish,2024-07-05,09:15:00,09:45:00,21417.873,21421.0044,3.1313,True
Bearish,2024-07-11,08:45:00,09:15:00,21734.1388,21668.9024,65.2363,False
Bearish,2024-07-11,09:00:00,09:30:00,21662.1179,21633.9358,28.1821,False
Bullish,2024-07-12,08:30:00,09:00:00,21374.5561,21436.4001,61.844,True
Bullish,2024-07-12,09:15:00,09:45:00,21470.8449,21527.2091,56.3642,False
Bullish,2024-07-15,08:45:00,09:15:00,21544.1706,21553.5646,9.394,False
Bullish,2024-07-15,09:00:00,09:30:00,21583.3124,21584.0952,0.7828,False
Bullish,2024-07-15,09:15:00,09:45:00,21593.2283,21603.6661,10.4378,False
Bullish,2024-07-15,09:30:00,10:00:00,21624.2808,21631.3263,7.0455,False
Bearish,2024-07-16,08:30:00,09:00:00,21533.4718,21496.6785,36.7933,True
Bearish,2024-07-16,08:45:00,09:15:00,21467.4526,21454.6663,12.7863,True
Bearish,2024-07-17,08:45:00,09:15:00,21090.9085,21041.0679,49.8406,True
Bearish,2024-07-18,09:15:00,09:45:00,20917.9017,20899.1136,18.7881,False
Bearish,2024-07-19,09:00:00,09:30:00,20712.2768,20697.9248,14.352,True
Bearish,2024-07-23,09:15:00,09:45:00,20871.1925,20857.8843,13.3082,True
Bearish,2024-07-24,08:30:00,09:00:00,20381.3981,20378.5277,2.8704,False
Bearish,2024-07-24,09:15:00,09:45:00,20321.1197,20309.3771,11.7425,False
Bearish,2024-07-24,09:30:00,10:00:00,20295.547,20294.7642,0.7828,False
Bearish,2024-07-25,08:30:00,09:00:00,19944.3146,19874.6422,69.6724,True
Bullish,2024-07-25,09:00:00,09:30:00,19874.6422,19875.425,0.7828,False
Bullish,2024-07-25,09:15:00,09:45:00,19923.6999,19958.4056,34.7057,False
Bullish,2024-07-25,09:30:00,10:00:00,19981.6298,19988.6753,7.0455,False
Bearish,2024-07-29,09:30:00,10:00:00,20096.4457,20073.4825,22.9632,False
Bearish,2024-07-30,08:30:00,09:00:00,20098.2723,20084.1813,14.091,True
Bullish,2024-07-31,08:45:00,09:15:00,20256.9271,20264.7555,7.8284,True
Bearish,2024-08-01,08:45:00,09:15:00,20456.5503,20441.6764,14.8739,False
Bearish,2024-08-01,09:00:00,09:30:00,20401.2299,20323.7291,77.5008,False
Bearish,2024-08-01,09:15:00,09:45:00,20296.3299,20250.9254,45.4045,False
Bearish,2024-08-01,09:30:00,10:00:00,20239.1828,20204.7381,34.4448,False
Bearish,2024-08-02,08:45:00,09:15:00,19364.2331,19324.3084,39.9246,True
Bullish,2024-08-06,09:15:00,09:45:00,19017.6976,19043.5312,25.8336,False
Bullish,2024-08-08,08:45:00,09:15:00,19011.4349,19090.7623,79.3274,False
Bullish,2024-08-08,09:00:00,09:30:00,19105.3753,19158.6081,53.2329,True
Bullish,2024-08-09,09:30:00,10:00:00,19315.1753,19333.7024,18.5271,False
Bullish,2024-08-12,08:45:00,09:15:00,19406.2453,19468.6112,62.3659,False
Bullish,2024-08-12,09:00:00,09:30:00,19477.4833,19509.3187,31.8353,False
Bullish,2024-08-13,09:30:00,10:00:00,19739.9944,19762.4357,22.4413,False
Bullish,2024-08-14,09:30:00,10:00:00,19847.5039,19887.6894,40.1856,False
Bullish,2024-08-15,08:30:00,09:00:00,20245.1846,20255.1005,9.9159,False
Bullish,2024-08-16,08:45:00,09:15:00,20386.356,20409.0583,22.7022,True
Bullish,2024-08-19,09:30:00,10:00:00,20492.5608,20510.3051,17.7443,False
Bearish,2024-08-20,08:45:00,09:15:00,20730.0211,20718.5395,11.4816,False
Bearish,2024-08-22,08:45:00,09:15:00,20817.4378,20804.6514,12.7863,False
Bullish,2024-08-23,08:45:00,09:15:00,20625.382,20644.9529,19.5709,True
Bearish,2024-08-23,09:30:00,10:00:00,20662.1753,20622.7725,39.4027,False
Bearish,2024-08-26,08:30:00,09:00:00,20606.333,20593.5466,12.7863,False
Bearish,2024-08-26,08:45:00,09:15:00,20574.2367,20511.6098,62.6269,False
Bearish,2024-08-26,09:00:00,09:30:00,20500.911,20478.2088,22.7022,False
Bearish,2024-08-26,09:15:00,09:45:00,20466.9881,20466.4662,0.5219,True
Bullish,2024-08-27,09:00:00,09:30:00,20449.7657,20482.123,32.3572,False
Bullish,2024-08-27,09:30:00,10:00:00,20524.6571,20526.7446,2.0876,False
Bearish,2024-08-28,08:30:00,09:00:00,20441.4155,20416.1038,25.3117,True
Bearish,2024-08-28,09:15:00,09:45:00,20392.0968,20360.0005,32.0963,False
Bearish,2024-08-28,09:30:00,10:00:00,20351.9112,20306.7677,45.1435,False
Bullish,2024-08-29,09:15:00,09:45:00,20480.8182,20486.0371,5.2189,True
Bearish,2024-08-30,09:30:00,10:00:00,20395.7501,20356.8692,38.8809,False
Bearish,2024-09-02,08:45:00,09:15:00,20476.6431,20465.9444,10.6988,True
Bullish,2024-09-02,09:15:00,09:45:00,20465.9444,20516.0459,50.1015,True
Bearish,2024-09-03,09:15:00,09:45:00,20127.2373,20073.4825,53.7547,False
Bullish,2024-09-04,09:15:00,09:45:00,19824.0188,19840.7193,16.7005,False
Bearish,2024-09-05,09:30:00,10:00:00,19901.2586,19823.2359,78.0227,False
Bearish,2024-09-06,09:00:00,09:30:00,19524.7145,19477.4833,47.2311,False
Bearish,2024-09-06,09:15:00,09:45:00,19456.0858,19386.1525,69.9334,True
Bearish,2024-09-09,09:00:00,09:30:00,19468.3503,19438.3415,30.0087,False
Bearish,2024-09-09,09:15:00,09:45:00,19427.6428,19393.4589,34.1838,False
Bearish,2024-09-11,08:45:00,09:15:00,19595.1697,19519.4955,75.6742,False
Bearish,2024-09-11,09:00:00,09:30:00,19511.4062,19473.8301,37.5761,True
Bearish,2024-09-11,09:15:00,09:45:00,19459.7391,19424.2505,35.4886,True
Bullish,2024-09-12,08:45:00,09:15:00,20121.4965,20138.4579,16.9614,True
Bearish,2024-09-16,09:00:00,09:30:00,20256.6662,20238.9219,17.7443,False
Bullish,2024-09-19,09:00:00,09:30:00,20694.204,20736.2387,42.0347,True
Bearish,2024-09-20,08:30:00,09:00:00,20662.2267,20657.327,4.8997,False
Bearish,2024-09-20,09:30:00,10:00:00,20596.9827,20571.7104,25.2724,False
Bearish,2024-09-24,08:30:00,09:00:00,20728.5022,20726.6971,1.8052,True
Bearish,2024-09-24,08:45:00,09:15:00,20715.0924,20663.5161,51.5763,True
Bullish,2024-09-24,09:30:00,10:00:00,20642.8856,20701.4247,58.5391,False
Bullish,2024-09-25,08:30:00,09:00:00,20843.0015,20861.0532,18.0517,True
Bearish,2024-09-26,09:00:00,09:30:00,21023.0027,21008.3035,14.6992,False
Bearish,2024-09-26,09:30:00,10:00:00,20947.1856,20932.7443,14.4414,False
Bearish,2024-09-30,08:45:00,09:15:00,20836.2966,20822.6289,13.6677,True
Bullish,2024-10-02,08:45:00,09:15:00,20558.8163,20574.0313,15.215,False
Bullish,2024-10-02,09:00:00,09:30:00,20604.9771,20615.5502,10.5731,True
Bearish,2024-10-04,08:30:00,09:00:00,20822.1132,20753.5167,68.5964,True
Bullish,2024-10-04,09:30:00,10:00:00,20729.5338,20729.7916,0.2579,False
Bullish,2024-10-08,08:30:00,09:00:00,20749.9064,20791.1674,41.261,True
Bullish,2024-10-08,09:15:00,09:45:00,20825.9814,20867.2424,41.261,True
Bullish,2024-10-09,08:45:00,09:15:00,20918.5608,20933.7758,15.215,False
Bullish,2024-10-09,09:00:00,09:30:00,20947.9593,20965.4952,17.5359,True
Bullish,2024-10-09,09:30:00,10:00:00,20998.2461,21002.6301,4.384,False
Bullish,2024-10-11,08:45:00,09:15:00,21014.2348,21074.3211,60.0864,True
Bullish,2024-10-14,08:30:00,09:00:00,21257.159,21272.1161,14.9571,True
Bearish,2024-10-14,09:30:00,10:00:00,21269.0215,21228.792,40.2295,False
Bearish,2024-10-15,08:45:00,09:15:00,21257.4169,21235.2391,22.1778,False
Bearish,2024-10-15,09:00:00,09:30:00,21222.6029,21162.2586,60.3442,False
Bearish,2024-10-15,09:15:00,09:45:00,21156.8431,21094.178,62.6652,False
Bullish,2024-10-16,08:45:00,09:15:00,20898.1882,20921.6554,23.4672,True
Bearish,2024-10-21,09:15:00,09:45:00,21147.0436,21086.1837,60.86,False
Bullish,2024-10-25,08:30:00,09:00:00,21237.8179,21295.0675,57.2497,True
Bullish,2024-10-30,08:45:00,09:15:00,21287.589,21307.7037,20.1147,True
Bearish,2024-10-30,09:30:00,10:00:00,21320.5978,21309.5089,11.0889,False
Bearish,2024-10-31,08:30:00,09:00:00,20891.2254,20819.2765,71.9489,True
Bullish,2024-11-01,08:45:00,09:15:00,20811.7979,20846.6119,34.814,True
Bullish,2024-11-04,09:00:00,09:30:00,20791.4253,20796.5829,5.1576,False
Bullish,2024-11-05,08:30:00,09:00:00,20880.9101,20898.7039,17.7938,True
Bearish,2024-11-13,08:45:00,09:15:00,21787.363,21780.6581,6.7049,True
Bearish,2024-11-15,08:45:00,09:15:00,21330.913,21300.7409,30.1721,False
Bearish,2024-11-15,09:00:00,09:30:00,21271.6003,21257.9326,13.6677,False
Bullish,2024-11-18,08:45:00,09:15:00,21192.4308,21246.8437,54.413,False
Bullish,2024-11-18,09:00:00,09:30:00,21248.391,21300.483,52.092,False
Bullish,2024-11-18,09:15:00,09:45:00,21304.0934,21321.8872,17.7938,False
Bullish,2024-11-19,09:00:00,09:30:00,21228.792,21231.3708,2.5788,False
Bullish,2024-11-19,09:15:00,09:45:00,21254.5802,21271.0846,16.5044,False
Bearish,2024-11-20,08:45:00,09:15:00,21262.8324,21186.7574,76.075,True
Bullish,2024-11-20,09:15:00,09:45:00,21186.7574,21231.8866,45.1292,True
Bullish,2024-11-21,09:30:00,10:00:00,21246.8437,21340.1968,93.353,False
Bullish,2024-11-22,09:15:00,09:45:00,21449.0227,21470.4269,21.4042,True
Bearish,2024-11-27,08:45:00,09:15:00,21495.9571,21475.0687,20.8884,False
Bearish,2024-11-27,09:00:00,09:30:00,21463.9798,21441.802,22.1778,False
Bullish,2024-11-29,08:30:00,09:00:00,21533.3499,21564.5535,31.2036,False
Bullish,2024-11-29,08:45:00,09:15:00,21578.737,21595.4993,16.7623,False
Bullish,2024-12-02,08:30:00,09:00:00,21806.1884,21813.6669,7.4786,True
Bullish,2024-12-04,09:15:00,09:45:00,22138.5974,22139.1132,0.5158,False
Bullish,2024-12-06,08:30:00,09:00:00,22234.0135,22273.7272,39.7137,True
Bullish,2024-12-06,08:45:00,09:15:00,22295.3893,22298.7417,3.3525,True
Bearish,2024-12-09,09:00:00,09:30:00,22286.1055,22257.2228,28.8827,False
Bearish,2024-12-10,09:30:00,10:00:00,22223.4404,22194.2998,29.1406,False
Bullish,2024-12-11,08:30:00,09:00:00,22321.6932,22362.4384,40.7453,True
Bullish,2024-12-12,09:00:00,09:30:00,22370.4327,22373.2694,2.8367,False
Bearish,2024-12-13,08:45:00,09:15:00,22556.1073,22555.3337,0.7736,False
Bearish,2024-12-13,09:15:00,09:45:00,22485.9636,22463.7858,22.1778,False
Bearish,2024-12-13,09:30:00,10:00:00,22408.8571,22391.3211,17.5359,False
Bullish,2024-12-16,08:30:00,09:00:00,22643.0133,22657.7125,14.6992,True
Bearish,2024-12-17,08:45:00,09:15:00,22694.8475,22673.9591,20.8884,True
Bullish,2024-12-17,09:15:00,09:45:00,22673.9591,22676.0221,2.0631,True
Bullish,2024-12-18,09:15:00,09:45:00,22712.3834,22715.7358,3.3525,True
Bullish,2024-12-20,08:45:00,09:15:00,21944.1208,21984.5862,40.4654,False
Bullish,2024-12-20,09:00:00,09:30:00,22007.0097,22120.1583,113.1486,False
Bullish,2024-12-20,09:15:00,09:45:00,22125.8286,22153.407,27.5784,False
Bullish,2024-12-24,08:30:00,09:00:00,22552.1332,22577.3919,25.2587,True
Bullish,2024-12-24,09:15:00,09:45:00,22613.4757,22617.8574,4.3816,False
Bearish,2024-12-27,08:45:00,09:15:00,22346.9709,22273.7723,73.1986,True
Bearish,2025-01-02,09:00:00,09:30:00,22032.7839,21958.5543,74.2296,True
Bearish,2025-01-07,08:45:00,09:15:00,22375.5802,22306.5055,69.0748,False
Bearish,2025-01-10,08:30:00,09:00:00,21720.1433,21704.9366,15.2068,True
Bearish,2025-01-10,09:30:00,10:00:00,21655.9657,21652.3573,3.6084,False
Bearish,2025-01-14,09:30:00,10:00:00,21596.9428,21591.788,5.1548,False
Bullish,2025-01-15,08:30:00,09:00:00,21967.833,21987.1636,19.3306,True
Bullish,2025-01-15,08:45:00,09:15:00,22005.9788,22018.3504,12.3716,True
Bullish,2025-01-16,09:30:00,10:00:00,22074.7958,22079.1774,4.3816,False
Bearish,2025-01-20,08:45:00,09:15:00,22401.6121,22400.0657,1.5465,False
Bearish,2025-01-20,09:00:00,09:30:00,22383.828,22371.7141,12.1139,True
Bullish,2025-01-23,09:15:00,09:45:00,22587.7016,22598.0112,10.3097,True
Bearish,2025-01-24,08:45:00,09:15:00,22712.1908,22701.3656,10.8251,False
Bullish,2025-01-27,09:00:00,09:30:00,21995.1536,22011.1336,15.98,True
Bearish,2025-01-27,09:30:00,10:00:00,22011.1336,21986.6481,24.4855,False
Bullish,2025-01-28,08:45:00,09:15:00,21950.5643,22020.4123,69.848,False
Bullish,2025-01-28,09:00:00,09:30:00,22043.0936,22074.0226,30.929,True
Bearish,2025-01-30,08:45:00,09:15:00,22309.3406,22273.7723,35.5683,False
Bearish,2025-01-30,09:30:00,10:00:00,22167.8405,22154.1802,13.6603,False
Bullish,2025-01-31,08:30:00,09:00:00,22514.7607,22542.8545,28.0938,False
Bullish,2025-01-31,08:45:00,09:15:00,22549.5558,22549.8136,0.2577,False
Bullish,2025-02-03,09:00:00,09:30:00,21876.5925,21981.4933,104.9008,False
Bullish,2025-02-03,09:15:00,09:45:00,22024.0207,22046.1865,22.1658,True
Bullish,2025-02-04,08:30:00,09:00:00,22189.7485,22228.6675,38.919,False
Bullish,2025-02-04,08:45:00,09:15:00,22243.8743,22284.5975,40.7232,False
Bearish,2025-02-06,09:15:00,09:45:00,22458.3153,22455.7379,2.5774,True
Bearish,2025-02-07,08:45:00,09:15:00,22570.9484,22456.2534,114.695,True
Bearish,2025-02-07,09:30:00,10:00:00,22404.705,22399.808,4.8971,False
Bullish,2025-02-10,08:45:00,09:15:00,22484.3472,22509.8636,25.5164,False
Bullish,2025-02-10,09:00:00,09:30:00,22528.421,22540.0194,11.5984,True
Bullish,2025-02-11,09:00:00,09:30:00,22495.4301,22500.3272,4.8971,False
Bullish,2025-02-12,09:00:00,09:30:00,22353.6722,22367.5902,13.918,True
Bullish,2025-02-13,08:45:00,09:15:00,22609.0941,22613.4757,4.3816,False
Bullish,2025-02-13,09:00:00,09:30:00,22644.6625,22651.106,6.4435,False
Bullish,2025-02-13,09:15:00,09:45:00,22677.6534,22706.005,28.3516,False
Bullish,2025-02-17,09:00:00,09:30:00,22908.0744,22914.5179,6.4435,False
Bearish,2025-02-18,08:30:00,09:00:00,22901.8886,22892.6099,9.2787,True
Bullish,2025-02-18,09:30:00,10:00:00,22858.0725,22866.8357,8.7632,False
Bearish,2025-02-20,08:30:00,09:00:00,22850.8558,22733.3256,117.5302,True
Bullish,2025-02-20,09:00:00,09:30:00,22733.3256,22736.4185,3.0929,True
Bearish,2025-02-21,09:00:00,09:30:00,22729.7172,22701.8811,27.8361,True
Bearish,2025-02-24,08:30:00,09:00:00,22355.4764,22248.7714,106.705,True
